"","age","parent","single","seeingfriends","household","accomplishment","entertainment","family","time","general","food"
"3678",21,0,0,0,0,0,0,0,0,1,0
"3679",28,1,1,0,0,0,0,1,0,0,0
"3680",33,1,0,0,1,0,1,0,0,0,0
"3683",35,0,1,0,1,0,0,0,0,0,0
"3684",73,1,0,0,0,0,0,0,0,0,1
"3693",25,0,1,0,1,0,0,0,0,0,0
"3696",30,0,1,0,0,0,0,0,0,1,0
"3697",22,0,1,0,0,0,1,0,0,0,0
"3700",68,0,1,0,0,0,0,0,1,0,0
"3702",35,0,1,0,0,0,0,0,0,0,1
"3705",54,0,1,0,0,0,0,0,0,0,1
"3708",58,0,0,0,1,0,0,0,0,0,0
"3711",26,1,0,0,0,1,0,0,0,0,0
"3712",38,1,1,0,0,0,0,0,1,0,0
"3714",25,0,1,1,0,0,0,0,0,0,0
"3717",27,0,0,0,1,0,0,0,0,0,0
"3718",35,0,1,0,0,0,1,0,0,0,0
"3723",76,1,0,0,0,0,0,1,0,0,0
"3724",33,1,0,0,1,0,0,0,0,0,0
"3725",70,1,1,0,0,0,0,0,1,0,0
"3727",27,0,0,0,1,0,0,0,0,0,0
"3728",36,0,1,0,1,0,0,0,0,0,0
"3729",56,1,0,0,1,0,0,0,0,0,0
"3731",62,1,1,0,0,0,0,0,0,0,1
"3732",49,1,0,0,1,0,0,0,0,0,0
"3734",20,0,1,0,0,1,0,0,0,0,0
"3735",42,0,1,0,1,0,0,0,0,0,0
"3736",34,0,0,0,1,0,0,0,0,0,0
"3739",46,0,1,0,0,0,0,1,0,0,0
"3746",72,1,0,0,1,0,0,0,0,0,0
"3747",20,0,1,0,0,0,0,0,1,0,0
"3751",59,1,0,1,0,0,0,0,0,0,0
"3753",49,0,0,0,0,0,0,1,0,0,0
"3754",33,1,0,0,0,0,0,0,1,0,0
"3755",19,0,1,0,0,0,0,1,0,0,0
"3757",26,0,1,0,0,1,0,0,0,0,0
"3758",21,0,0,0,0,0,0,1,0,0,0
"3760",26,1,0,0,0,0,0,1,0,0,0
"3763",19,0,1,0,0,1,0,0,0,0,0
"3764",26,1,0,0,1,0,0,0,0,0,0
"3768",33,0,1,1,0,0,0,0,0,0,0
"3769",56,1,0,0,0,1,0,0,0,0,0
"3770",43,0,1,0,0,1,0,0,0,0,0
"3773",74,1,0,0,0,1,0,0,0,0,0
"3776",48,0,0,0,0,0,0,1,0,0,0
"3778",34,1,0,0,0,0,0,0,0,0,1
"3779",83,1,0,0,0,0,1,0,0,0,0
"3780",25,0,1,1,0,0,0,0,0,0,0
"3782",27,1,0,0,0,0,1,0,0,0,0
"3786",49,1,0,0,0,0,0,0,0,0,1
"3792",40,0,1,1,0,0,0,0,0,0,0
"3793",27,1,0,0,0,0,0,0,0,1,0
"3794",37,0,1,0,0,0,0,0,1,0,0
"3795",37,1,0,1,0,0,0,0,0,0,0
"3796",20,0,0,1,0,0,0,0,0,0,0
"3802",58,1,0,0,0,1,0,0,0,0,0
"3804",78,1,0,0,0,1,0,0,0,0,0
"3806",20,1,0,0,0,0,0,0,1,0,0
"3807",78,1,0,0,0,0,0,1,0,0,0
"3808",26,0,1,0,0,0,0,1,0,0,0
"3812",27,0,1,1,0,0,0,0,0,0,0
"3813",30,0,1,1,0,0,0,0,0,0,0
"3816",62,0,1,0,0,1,0,0,0,0,0
"3817",22,0,1,0,0,0,0,0,0,0,1
"3818",30,0,1,0,0,0,0,0,0,0,1
"3819",23,1,0,0,0,0,1,0,0,0,0
"3822",38,1,0,0,0,1,0,0,0,0,0
"3823",61,1,0,0,0,0,0,1,0,0,0
"3824",39,0,0,1,0,0,0,0,0,0,0
"3826",22,0,1,0,1,0,0,0,0,0,0
"3827",79,1,0,0,0,0,0,0,1,0,0
"3828",50,1,0,0,0,0,0,0,1,0,0
"3829",55,1,0,0,1,0,0,0,0,0,0
"3830",43,0,1,0,0,1,0,0,0,0,0
"3835",82,1,1,0,0,0,0,1,0,0,0
"3836",45,0,0,0,0,0,0,0,0,1,0
"3838",49,1,0,0,0,0,0,0,1,0,0
"3839",25,0,1,0,0,0,0,0,0,0,1
"3842",26,0,1,0,0,0,0,0,0,0,1
"3843",38,0,0,0,0,0,0,1,0,0,0
"3844",40,1,0,0,0,0,0,0,0,1,0
"3845",65,0,0,0,0,0,0,0,1,0,0
"3849",36,0,1,0,0,0,0,0,0,0,1
"3852",29,1,0,0,0,1,0,0,0,0,0
"3853",19,0,1,0,0,0,0,1,0,0,0
"3854",83,1,0,0,0,0,0,0,0,1,0
"3855",41,1,0,0,0,1,0,0,0,0,0
"3856",68,0,1,0,0,0,1,0,0,0,0
"3858",59,1,0,0,1,0,0,0,0,0,0
"3859",21,1,0,1,0,0,0,0,0,0,0
"3860",26,0,1,0,0,1,0,0,0,0,0
"3866",35,0,1,0,0,0,0,0,0,0,1
"3868",26,0,1,0,0,0,0,1,0,0,0
"3869",27,1,1,0,0,1,0,0,0,0,0
"3870",29,1,1,0,0,0,0,0,0,1,0
"3872",43,0,1,0,0,0,0,0,0,1,0
"3873",27,1,0,0,0,0,0,0,1,0,0
"3876",70,1,0,0,0,0,0,0,1,0,0
"3878",47,0,0,0,1,0,0,0,0,0,0
"3879",56,1,0,0,0,0,0,1,0,0,0
"3882",23,0,1,0,0,0,0,0,0,0,1
"3886",37,1,0,0,1,0,0,0,0,0,0
"3888",55,1,1,0,0,0,0,0,0,0,1
"3890",26,0,1,0,0,0,0,1,0,0,0
"3891",39,0,0,0,0,0,0,0,1,0,0
"3892",21,0,1,0,0,0,0,0,1,0,0
"3894",30,0,0,0,0,0,1,0,0,0,0
"3895",66,1,0,0,0,0,1,0,0,0,0
"3896",81,1,0,0,1,0,0,0,0,0,0
"3899",22,0,1,0,0,0,1,0,0,0,0
"3901",35,1,0,0,0,1,0,1,0,0,0
"3903",36,0,0,0,0,0,1,0,0,0,0
"3904",23,0,1,0,0,0,0,0,0,0,1
"3905",48,0,1,0,0,0,1,0,0,0,0
"3908",20,0,1,0,1,0,0,0,0,0,0
"3910",85,1,0,0,0,0,0,0,1,0,0
"3912",30,1,0,0,0,0,1,0,0,0,0
"3913",24,0,1,0,0,0,0,0,0,0,1
"3916",24,0,1,0,0,1,0,0,0,0,0
"3919",69,0,1,0,0,1,0,0,0,0,0
"3920",19,0,1,0,0,1,0,0,0,0,0
"3922",54,0,1,0,0,1,0,0,0,0,0
"3924",21,0,1,0,0,0,0,0,1,0,0
"3926",20,0,0,0,0,0,0,0,0,0,1
"3927",41,1,0,0,0,0,0,0,0,0,1
"3928",43,0,1,0,0,0,0,0,1,0,0
"3929",29,0,1,0,0,0,0,0,0,1,0
"3930",56,0,1,0,1,0,0,0,0,0,0
"3931",39,0,0,0,0,0,0,0,1,0,0
"3933",42,0,1,0,0,1,0,0,0,0,0
"3935",60,1,0,0,0,1,0,0,0,0,0
"3940",19,0,1,0,0,1,0,0,0,0,0
"3942",30,0,1,1,0,0,0,0,0,0,0
"3944",27,0,0,0,1,0,0,0,0,0,0
"3946",40,1,0,0,0,0,1,0,0,0,0
"3947",25,1,1,0,0,1,0,0,0,0,0
"3948",38,1,0,0,1,0,0,0,0,0,0
"3949",39,0,0,0,0,0,1,0,0,0,0
"3951",25,0,0,0,0,1,0,0,0,0,0
"3952",36,0,1,0,0,0,1,0,0,0,0
"3953",38,1,0,0,0,1,0,0,0,0,0
"3954",19,0,1,0,0,0,1,0,0,0,0
"3955",21,0,1,0,1,0,0,0,0,0,0
"3958",78,1,0,0,0,0,0,0,0,0,1
"3962",47,1,0,0,0,0,0,0,0,0,1
"3963",26,0,1,0,0,0,0,0,1,0,0
"3964",28,0,1,0,0,0,1,0,0,0,0
"3965",66,1,0,0,1,0,0,0,0,0,0
"3967",23,0,1,1,0,0,0,0,0,0,0
"3968",29,0,1,0,0,1,0,0,0,0,0
"3969",45,0,1,0,0,0,0,1,0,0,0
"3970",80,0,1,0,0,0,0,0,1,0,0
"3971",36,0,1,0,0,0,0,1,0,0,0
"3972",27,0,1,0,0,0,0,0,0,1,0
"3973",35,0,1,0,0,0,0,0,1,0,0
"3974",39,1,0,0,0,0,0,0,1,0,0
"3975",21,0,1,0,0,0,0,1,0,0,0
"3976",43,0,0,0,0,0,0,0,0,1,0
"3977",38,1,0,0,0,0,0,0,0,0,1
"3979",21,0,1,0,1,0,0,0,0,0,0
"3980",34,0,1,0,0,0,1,0,0,0,0
"3982",40,0,0,0,0,0,0,1,0,0,0
"3985",45,1,0,0,0,0,0,1,0,0,0
"3988",42,1,0,0,1,0,0,0,0,0,0
"3989",36,0,1,0,0,0,0,0,0,0,1
"3991",42,1,0,1,0,0,0,0,0,0,0
"3992",25,0,1,0,0,0,1,0,0,0,0
"3997",41,1,0,0,0,0,1,0,0,0,0
"4001",76,1,0,0,1,0,0,0,0,0,0
"4003",27,1,0,0,0,1,0,0,0,0,0
"4004",21,0,1,0,0,1,0,0,0,0,0
"4005",49,0,1,0,0,1,0,0,0,0,0
"4006",37,1,1,0,0,0,1,0,0,0,0
"4007",84,0,0,0,0,0,0,0,0,0,1
"4008",20,0,1,0,1,0,0,0,0,0,0
"4009",63,0,1,0,0,0,0,0,0,0,1
"4012",56,1,0,0,1,0,0,1,0,0,0
"4013",41,0,1,0,0,0,0,1,0,0,0
"4014",82,1,0,1,0,0,0,0,0,0,0
"4017",46,1,0,0,0,1,0,0,0,0,0
"4018",39,0,1,0,0,0,0,1,0,0,0
"4020",76,1,0,0,0,1,0,0,0,0,0
"4022",26,1,0,0,0,0,1,0,0,0,0
"4023",76,1,0,0,0,1,0,0,0,0,0
"4024",41,0,0,0,1,0,0,0,0,0,0
"4025",23,0,1,0,0,0,0,0,0,1,0
"4026",27,0,1,0,0,0,1,0,0,0,0
"4028",82,1,0,1,0,0,0,0,0,0,0
"4033",23,0,1,0,0,0,0,0,1,0,0
"4034",26,0,1,0,0,0,0,0,0,0,1
"4035",23,0,0,0,0,1,0,0,0,0,0
"4038",25,0,1,0,0,0,0,0,1,0,0
"4041",33,1,0,0,0,0,0,1,0,0,0
"4043",27,0,1,0,1,0,0,0,0,0,0
"4045",43,1,0,0,0,1,0,0,0,0,0
"4046",35,0,1,0,0,0,0,0,1,0,0
"4049",50,0,1,0,0,0,0,1,0,0,0
"4050",66,0,0,0,0,0,0,0,0,0,1
"4052",56,0,1,0,1,0,0,0,0,0,0
"4053",66,1,0,0,0,0,0,1,0,0,0
"4056",68,0,0,0,0,1,0,0,0,0,0
"4057",19,0,1,0,0,1,0,0,0,0,0
"4058",66,1,1,0,0,0,0,0,0,0,1
"4061",28,0,1,0,0,0,0,0,0,0,1
"4062",46,1,0,0,0,0,1,0,0,0,0
"4064",25,0,1,1,0,0,0,0,0,0,0
"4065",27,0,1,0,0,1,0,0,0,0,0
"4067",46,1,0,0,0,0,1,0,0,0,0
"4069",29,1,0,0,0,0,1,0,0,0,0
"4070",29,0,1,0,0,0,1,0,0,0,0
"4073",36,0,1,0,0,0,0,1,0,0,0
"4075",35,0,1,1,0,0,0,0,0,0,0
"4076",45,0,0,1,0,0,0,0,0,0,0
"4079",25,1,1,0,0,0,1,0,0,0,0
"4080",37,1,0,0,0,0,0,0,1,0,0
"4081",26,0,1,0,0,0,0,0,1,0,0
"4084",21,1,1,0,0,1,0,0,0,0,0
"4085",47,0,0,0,0,1,0,0,0,0,0
"4087",33,0,1,0,0,0,0,0,0,0,1
"4089",56,1,0,0,0,0,0,0,0,0,1
"4091",40,1,0,0,0,0,1,0,0,0,0
"4093",74,0,1,0,0,1,0,0,0,0,0
"4099",25,1,1,0,0,0,0,0,1,0,0
"4100",46,1,0,0,0,0,0,1,0,0,0
"4103",79,0,1,0,0,0,0,0,0,0,1
"4104",29,1,0,1,0,0,0,0,0,0,0
"4106",43,1,1,0,0,1,0,0,0,0,0
"4108",37,1,0,0,0,0,0,0,1,0,0
"4109",54,1,0,0,0,0,0,0,0,1,0
"4110",50,1,0,0,0,1,0,0,0,0,0
"4111",39,0,0,0,0,1,0,0,0,0,0
"4113",42,1,0,0,0,1,0,0,0,0,0
"4115",44,1,0,0,0,0,1,0,0,0,0
"4116",43,1,0,0,1,0,0,0,0,0,0
"4117",21,0,0,0,1,0,0,0,0,0,0
"4118",58,1,0,0,0,0,0,1,0,0,0
"4120",72,1,0,0,0,1,0,0,0,0,0
"4121",33,0,1,0,0,0,0,0,0,1,0
"4123",20,1,0,0,0,0,0,0,0,0,1
"4124",19,0,1,0,0,0,0,1,0,0,0
"4125",26,0,1,0,0,0,0,0,0,0,1
"4126",51,0,1,0,0,0,0,1,0,0,0
"4127",83,1,0,0,0,0,1,0,0,0,0
"4129",23,1,1,0,1,0,0,0,0,0,0
"4130",45,1,0,0,0,0,1,0,0,0,0
"4132",19,0,1,0,0,0,0,1,0,0,0
"4133",49,1,0,1,0,0,0,0,0,0,0
"4135",35,1,1,0,0,0,0,0,0,1,0
"4138",59,0,1,0,0,0,1,0,0,0,0
"4139",36,0,1,0,0,0,0,1,0,0,0
"4141",33,0,1,1,1,0,0,0,0,0,1
"4146",34,0,0,0,0,0,0,0,1,0,0
"4149",65,1,0,0,0,0,1,0,0,0,0
"4153",23,0,1,0,0,0,0,0,0,0,1
"4155",40,0,1,0,0,1,0,0,0,0,0
"4156",26,0,1,0,0,0,0,0,0,1,0
"4157",45,1,0,0,0,1,0,0,0,0,0
"4160",24,0,1,0,0,0,1,0,0,0,0
"4162",49,1,0,0,0,1,0,0,0,0,0
"4163",41,1,0,0,0,0,0,1,0,0,0
"4164",25,1,0,0,0,1,0,0,0,0,0
"4165",41,0,1,0,0,0,0,0,0,0,1
"4169",35,0,0,0,0,0,0,1,0,0,0
"4171",26,0,1,0,1,0,0,0,0,0,0
"4172",63,1,0,0,0,0,1,0,0,0,0
"4174",25,1,0,1,0,0,0,0,0,0,0
"4175",65,1,0,0,0,0,0,0,1,0,0
"4176",49,1,0,0,0,0,0,1,0,0,0
"4177",34,0,1,0,0,0,0,0,1,0,0
"4179",30,1,0,1,0,0,0,0,0,0,0
"4180",27,0,0,0,0,0,0,0,0,1,0
"4183",45,0,0,0,0,0,0,1,0,0,0
"4184",46,1,0,1,0,0,0,0,0,0,0
"4185",48,0,1,0,0,0,0,0,1,0,0
"4186",62,1,0,0,0,0,1,0,0,0,0
"4188",44,1,1,0,0,0,0,0,0,0,1
"4190",20,0,1,0,0,0,0,0,0,0,1
"4191",29,0,0,1,0,0,0,0,0,0,0
"4192",38,0,1,0,0,0,0,0,0,0,1
"4196",38,0,1,0,0,0,1,0,0,0,0
"4197",19,0,1,0,0,0,0,0,1,0,0
"4201",49,0,1,0,0,0,0,0,1,0,0
"4202",61,0,0,0,1,0,0,0,0,0,0
"4203",28,0,1,0,0,0,0,1,0,0,0
"4205",71,1,0,0,0,1,0,0,0,0,0
"4206",24,0,1,0,0,1,0,0,0,0,0
"4208",59,1,0,1,0,0,0,0,0,0,0
"4210",33,1,1,0,0,0,1,0,0,0,0
"4211",35,0,0,0,0,0,0,1,0,0,0
"4213",55,1,0,0,0,0,0,0,1,0,0
"4215",37,1,0,0,0,0,0,0,0,0,1
"4217",22,0,1,0,1,0,0,0,0,0,0
"4218",54,0,0,0,0,0,0,0,1,0,0
"4219",34,0,0,0,0,0,0,0,0,0,1
"4221",30,0,1,0,0,1,0,0,0,0,0
"4223",64,0,1,0,0,1,0,0,0,0,0
"4224",20,0,1,0,0,1,0,0,0,0,0
"4226",34,0,1,0,1,0,0,0,0,0,0
"4227",34,0,1,0,0,1,0,0,0,0,0
"4229",24,0,1,0,0,1,0,0,0,0,0
"4232",19,0,1,0,0,0,0,0,1,0,0
"4233",42,1,0,0,0,1,0,0,0,0,0
"4234",33,0,1,0,0,0,0,0,1,0,0
"4235",47,1,0,0,0,0,1,1,0,0,0
"4237",42,1,0,0,0,1,0,0,0,0,0
"4238",66,0,1,0,0,0,0,1,0,0,0
"4241",21,0,1,0,0,0,0,0,0,0,1
"4246",35,0,0,0,0,1,0,0,0,0,0
"4247",54,0,1,0,0,0,0,0,0,1,0
"4248",61,0,0,0,0,0,0,1,0,0,0
"4249",20,1,1,0,0,0,0,0,1,0,0
"4250",46,1,0,0,0,0,0,0,1,0,0
"4253",28,1,0,0,1,0,0,0,0,0,0
"4254",57,0,1,0,0,0,0,0,1,0,0
"4255",49,0,0,0,0,0,0,0,0,0,1
"4257",66,1,0,0,1,0,0,0,0,0,0
"4258",50,1,0,1,0,0,0,0,0,0,0
"4259",69,0,1,0,0,0,0,1,0,0,0
"4261",34,0,0,1,0,0,0,0,0,0,0
"4262",76,0,0,0,0,0,0,0,0,1,0
"4263",22,0,1,0,0,1,0,0,0,0,0
"4264",59,0,1,0,0,0,0,1,0,0,0
"4265",21,0,1,0,0,0,0,0,1,0,0
"4266",26,0,0,0,1,0,0,0,0,0,0
"4267",21,0,1,0,0,0,1,0,0,0,0
"4268",39,0,1,0,0,1,0,0,0,0,0
"4269",23,0,1,0,1,0,0,0,0,0,0
"4270",76,1,0,0,0,0,0,1,0,0,0
"4271",80,1,0,0,0,0,0,0,0,0,1
"4272",33,1,1,1,0,0,0,0,0,0,0
"4274",29,0,1,0,1,0,0,0,0,0,0
"4279",19,0,1,0,1,0,0,0,0,0,0
"4280",20,1,1,0,0,1,0,0,0,0,0
"4282",25,0,1,0,0,0,0,0,0,1,0
"4283",22,0,1,0,0,0,0,0,0,0,1
"4284",37,0,0,0,0,0,0,1,0,0,0
"4287",48,0,1,0,0,0,0,0,1,0,0
"4288",22,0,1,0,0,0,0,0,0,1,0
"4291",47,1,0,1,0,0,0,0,0,0,0
"4292",35,1,0,0,0,0,0,0,0,0,1
"4293",48,1,0,0,1,0,0,0,0,0,0
"4294",50,0,1,0,0,0,1,0,0,0,0
"4295",41,0,1,1,0,0,0,0,0,0,0
"4296",26,0,1,1,0,0,0,0,0,0,0
"4297",71,0,1,0,0,0,1,0,0,0,0
"4298",54,1,1,0,0,0,0,0,0,1,0
"4303",76,1,0,0,0,1,0,0,0,0,0
"4306",59,1,0,0,0,0,0,0,0,1,0
"4307",67,0,1,0,0,0,1,0,0,0,0
"4309",77,0,0,0,0,0,0,0,1,0,0
"4310",33,0,1,0,1,0,0,0,0,0,0
"4313",33,0,0,0,0,1,0,0,0,0,0
"4315",39,1,0,0,0,0,0,0,0,0,1
"4316",19,0,1,0,0,0,0,1,0,0,0
"4318",33,1,0,0,0,0,1,0,0,0,0
"4322",48,0,0,0,0,1,0,0,0,0,0
"4324",58,0,1,0,0,1,0,0,0,0,0
"4325",21,0,1,0,0,0,1,0,0,0,0
"4328",29,0,1,0,0,0,0,0,0,0,1
"4329",26,1,0,0,0,0,0,0,0,1,0
"4334",36,0,1,0,0,0,1,0,0,0,0
"4336",23,0,1,0,0,0,0,0,1,0,0
"4338",72,1,0,0,0,1,0,0,0,0,0
"4340",23,0,0,0,0,0,0,0,0,0,1
"4341",41,1,0,0,1,0,0,0,0,0,0
"4343",26,0,1,0,0,0,0,0,0,1,0
"4344",74,1,0,0,0,0,1,0,0,0,0
"4348",61,1,0,0,0,0,0,0,0,0,1
"4349",26,0,1,0,0,0,0,0,0,0,1
"4351",30,1,0,1,0,0,0,0,0,0,0
"4352",23,0,1,0,0,0,0,0,0,0,1
"4354",72,1,0,0,0,0,0,0,0,1,0
"4356",73,1,0,1,0,0,0,0,0,0,0
"4359",52,1,1,0,0,1,0,0,0,0,0
"4361",58,1,0,0,0,0,1,0,0,0,0
"4365",42,0,1,0,0,0,0,0,0,0,1
"4367",34,0,1,1,0,0,0,0,0,0,0
"4369",37,1,1,0,0,0,1,0,0,0,0
"4370",35,0,1,1,0,0,0,0,0,0,0
"4371",72,1,0,0,0,1,0,0,0,0,0
"4372",29,1,0,1,0,0,0,1,1,0,0
"4373",33,0,1,0,0,1,0,0,0,0,0
"4374",44,0,0,0,0,0,0,0,0,0,1
"4375",60,0,1,0,0,0,0,0,0,0,1
"4376",37,0,1,1,0,0,0,1,1,0,0
"4377",64,1,0,0,0,0,0,0,0,1,0
"4378",41,1,0,0,0,1,0,0,0,0,0
"4380",41,0,1,0,0,0,0,0,0,0,1
"4381",79,0,1,1,0,0,0,0,0,0,0
"4382",21,0,1,1,0,0,0,0,0,0,0
"4383",19,0,1,1,0,0,0,0,0,0,0
"4384",25,0,1,1,0,0,0,0,0,0,0
"4385",19,0,0,0,0,0,1,0,0,0,0
"4386",58,0,1,1,0,0,0,0,0,0,0
"4388",29,1,0,0,0,0,0,0,0,1,0
"4392",43,0,0,0,0,0,0,0,0,0,1
"4394",72,0,0,0,0,0,0,0,0,0,1
"4395",74,1,0,0,1,0,0,0,0,0,0
"4396",56,1,0,0,1,0,0,0,0,0,0
"4399",30,0,1,0,0,0,0,1,0,0,0
"4401",48,0,1,0,0,0,0,1,0,0,0
"4402",39,0,0,0,0,0,0,0,0,1,0
"4403",50,1,0,0,0,0,0,0,1,0,0
"4404",23,0,1,0,0,0,0,0,0,0,1
"4405",38,1,0,0,1,0,0,0,0,0,0
"4410",43,1,0,0,0,0,0,0,0,0,1
"4412",36,0,0,0,1,0,0,0,0,0,0
"4413",80,1,0,0,0,0,1,0,0,0,0
"4414",50,0,0,0,0,0,0,0,1,0,0
"4415",24,0,1,0,0,0,0,1,0,0,0
"4416",62,1,0,0,0,0,0,1,0,0,0
"4417",37,0,1,0,0,0,1,0,0,0,0
"4420",40,1,0,1,0,0,0,0,0,0,0
"4421",40,1,0,0,0,0,0,1,0,0,0
"4423",74,1,0,0,0,1,0,0,0,0,0
"4424",49,1,0,0,0,0,0,0,1,0,0
"4426",22,0,1,0,0,0,0,0,0,0,1
"4431",20,0,1,0,0,0,0,0,0,0,1
"4432",35,0,1,0,0,0,0,0,1,0,0
"4435",82,0,0,0,0,0,0,0,0,1,0
"4436",19,0,0,0,0,0,0,1,0,0,0
"4438",23,0,1,0,0,0,0,0,0,0,1
"4439",37,1,0,1,0,0,0,0,0,0,0
"4441",47,0,1,0,1,0,0,0,0,0,0
"4442",33,0,0,0,1,0,0,0,0,0,0
"4449",41,0,1,0,0,0,0,0,0,0,1
"4450",68,1,1,0,1,0,0,0,0,0,0
"4454",22,0,1,0,0,0,0,0,1,0,0
"4457",27,1,0,0,0,1,0,0,0,0,0
"4459",43,1,0,0,0,0,0,0,0,1,0
"4460",58,0,1,0,0,0,0,0,0,0,1
"4461",37,0,0,0,0,1,0,0,0,0,0
"4462",25,1,0,0,0,0,0,1,0,0,0
"4463",66,1,0,0,0,1,0,0,0,0,0
"4464",30,0,0,0,0,0,1,0,0,0,0
"4465",39,0,1,0,0,0,1,0,0,0,0
"4468",29,0,0,1,0,0,0,0,0,0,0
"4470",57,1,1,0,0,0,1,0,0,0,0
"4473",79,1,0,0,0,0,0,0,1,0,0
"4474",21,0,0,0,0,1,0,0,0,0,0
"4475",24,0,0,0,0,0,0,1,0,0,0
"4479",82,1,0,0,1,0,0,0,0,0,0
"4483",19,0,1,0,0,0,1,0,0,0,0
"4488",39,0,0,0,0,0,1,0,0,0,0
"4489",20,0,1,0,0,0,1,0,0,0,0
"4491",30,0,1,0,1,0,0,0,0,0,0
"4493",21,0,1,0,0,0,1,0,0,0,0
"4495",39,1,0,0,1,0,0,0,0,0,0
"4496",19,0,1,0,1,0,0,0,0,0,0
"4497",27,0,1,0,1,0,0,0,0,0,0
"4500",27,0,1,0,0,0,0,0,0,1,0
"4501",52,0,0,0,0,0,0,1,0,0,0
"4502",78,1,0,1,0,0,0,0,0,0,0
"4504",69,1,0,0,0,1,0,0,0,0,0
"4505",42,1,0,1,0,0,0,0,0,0,0
"4506",22,0,1,0,0,1,0,0,0,0,0
"4507",39,0,0,0,0,0,0,1,0,0,0
"4508",83,1,0,0,0,0,1,0,0,0,0
"4510",59,1,1,1,0,0,0,0,0,0,0
"4511",26,1,0,0,0,0,0,0,0,0,1
"4512",65,0,0,0,0,0,1,0,0,0,0
"4513",37,1,0,0,0,0,0,1,0,0,0
"4514",43,0,1,0,0,0,1,0,0,0,0
"4517",70,1,0,0,1,0,0,0,0,0,0
"4518",21,1,0,0,0,0,0,0,1,0,0
"4521",66,0,0,0,0,0,0,0,1,0,0
"4523",21,0,0,0,0,0,0,1,0,0,0
"4525",21,0,1,0,0,0,0,0,0,0,1
"4530",23,1,0,0,0,0,0,0,0,0,1
"4531",44,0,1,0,0,0,0,0,1,0,0
"4533",37,1,0,0,0,0,0,0,0,0,1
"4534",24,0,1,0,0,0,0,0,1,0,0
"4535",34,0,1,0,0,1,0,0,0,0,0
"4536",67,1,0,0,1,0,0,0,0,0,0
"4537",28,0,1,0,0,0,1,0,0,0,0
"4539",48,1,0,0,0,0,0,0,1,0,0
"4540",29,0,1,0,0,0,0,1,0,0,0
"4542",35,1,0,0,0,0,0,1,0,0,0
"4544",43,1,0,0,0,0,0,0,0,0,1
"4545",37,1,0,1,0,0,0,0,0,0,0
"4548",27,0,1,0,0,0,0,1,0,0,0
"4549",61,1,0,0,0,1,0,0,0,0,0
"4550",36,1,0,0,0,0,0,0,0,1,0
"4551",21,0,1,0,0,0,0,0,0,1,0
"4556",50,1,0,0,0,0,0,0,0,0,1
"4562",34,0,0,0,0,0,0,0,0,0,1
"4565",47,1,0,0,0,0,0,0,1,0,0
"4566",45,0,1,0,0,1,0,0,0,0,0
"4567",60,1,0,0,0,0,0,1,0,0,0
"4568",30,1,0,0,0,0,0,0,0,0,1
"4570",23,0,1,0,0,0,0,1,0,0,0
"4571",19,0,1,0,0,0,0,0,0,1,0
"4572",39,0,1,1,0,0,0,0,0,0,0
"4574",37,1,1,0,0,1,0,0,0,0,0
"4575",25,0,0,0,0,0,0,0,0,1,0
"4579",82,1,0,0,0,1,0,0,0,0,0
"4580",36,1,0,0,0,0,1,0,0,0,0
"4582",35,1,0,0,0,0,1,0,0,0,0
"4591",74,1,0,0,0,0,0,0,1,0,0
"4592",43,0,1,0,0,0,0,0,0,1,0
"4594",23,1,0,0,0,0,0,0,0,1,0
"4599",28,0,1,0,0,0,0,0,0,0,1
"4600",21,0,1,0,0,0,0,0,0,0,1
"4604",29,0,0,1,0,0,0,0,0,0,0
"4606",29,1,0,0,0,0,0,0,0,0,1
"4607",28,0,1,0,0,1,0,0,0,0,0
"4610",37,1,0,0,1,0,0,0,0,0,0
"4611",33,0,1,0,0,0,0,0,0,1,0
"4614",47,1,0,0,0,0,1,0,0,0,0
"4615",35,0,1,0,0,0,0,0,0,1,0
"4617",41,0,0,0,0,0,0,0,0,1,0
"4618",25,0,1,1,0,0,0,0,0,0,0
"4622",75,1,0,0,0,0,0,0,1,0,0
"4624",21,1,0,1,0,0,0,0,0,0,0
"4626",47,1,1,0,0,0,0,0,1,0,0
"4627",24,0,1,0,0,0,0,0,1,0,0
"4628",25,0,1,0,0,0,0,0,0,0,1
"4629",44,1,0,1,0,0,0,0,0,0,0
"4631",19,0,1,0,0,0,1,0,0,0,0
"4633",42,1,0,0,0,0,0,1,0,0,0
"4634",51,1,0,0,0,0,1,0,0,0,0
"4635",78,0,1,0,0,0,0,1,0,0,0
"4636",30,1,0,0,1,0,0,0,0,0,0
"4637",54,1,0,0,0,0,0,0,0,1,0
"4638",22,0,1,0,0,0,0,0,1,0,0
"4640",33,1,0,0,0,0,0,0,0,0,1
"4642",60,1,0,1,0,0,0,0,0,0,0
"4643",27,1,0,0,0,0,1,0,0,0,0
"4645",30,0,1,1,0,0,0,0,0,0,0
"4646",45,1,0,0,0,1,0,0,0,0,0
"4648",24,0,0,0,0,0,0,0,1,0,0
"4651",35,0,1,0,0,0,1,0,0,0,0
"4653",26,0,1,0,0,0,1,0,0,0,0
"4656",34,1,0,0,0,0,0,1,0,0,0
"4657",44,1,1,0,0,0,1,0,0,0,0
"4658",21,0,0,0,1,0,0,0,0,0,0
"4659",21,1,0,0,0,0,0,0,0,0,1
